link	id	brand	title	description	image_link	price	category	quantity	model_number	upc	add_to_cart_link
http://shop.homemadegourmet.com/product.asp?itemid=482	02.9008	Homemade Gourmet	Tomato Basil Soup Mix - Double Pack	Tomato Basil Soup Mix - Double Pack	http://shop.homemadegourmet.com/assets/images/tomato-basil-soup_thumbnail.jpg	12.00	Soup Mixes>Sale Items>	9594			http://shop.homemadegourmet.com/add_cart.asp?quick=1&item_id=482
http://shop.homemadegourmet.com/product.asp?itemid=483	02.9009	Homemade Gourmet	Hearty Beef & Vegetable Soup Mix - Double Pack	Hearty Beef & Vegetable Soup Mix - Double Pack	http://shop.homemadegourmet.com/assets/images/heartybeefvegetablesoupmix_thumbnail.jpg	14.00	Soup Mixes>	9341			http://shop.homemadegourmet.com/add_cart.asp?quick=1&item_id=483
http://shop.homemadegourmet.com/product.asp?itemid=484	02.9010	Homemade Gourmet	Baked Potato Soup Mix - Double Pack	Baked Potato Soup Mix - Double Pack	http://shop.homemadegourmet.com/assets/images/baked-potato-soup_thumbnail.jpg	12.00	Soup Mixes>Top Sellers>	9072			http://shop.homemadegourmet.com/add_cart.asp?quick=1&item_id=484
http://shop.homemadegourmet.com/product.asp?itemid=485	02.9011	Homemade Gourmet	Chicken Noodle Soup Mix - Double Pack	Chicken Noodle Soup Mix - Double Pack	http://shop.homemadegourmet.com/assets/images/hg_chickennoodle_thumbnail.jpg	13.00	Soup Mixes>	9614			http://shop.homemadegourmet.com/add_cart.asp?quick=1&item_id=485
http://shop.homemadegourmet.com/product.asp?itemid=487	04.9000	Homemade Gourmet	Mom's Smashed Potatoes Mix - Double Pack	Mom's Smashed Potatoes Mix - Double Pack	http://shop.homemadegourmet.com/assets/images/zoomify/moms-smashed-potato-mix_thumbnail.jpg	10.00	Easy Side Dishes>	9744			http://shop.homemadegourmet.com/add_cart.asp?quick=1&item_id=487
http://shop.homemadegourmet.com/product.asp?itemid=488	04.9003	Homemade Gourmet	Coleslaw Dressing Mix - Double Pack	Coleslaw Dressing Mix - Double Pack	http://shop.homemadegourmet.com/assets/images/zoomify/coleslaw-dressing-mix_thumbnail.jpg	9.00	Easy Side Dishes>	9637			http://shop.homemadegourmet.com/add_cart.asp?quick=1&item_id=488
http://shop.homemadegourmet.com/product.asp?itemid=492	05.9014	Homemade Gourmet	Spiced Dip Mix - Double Pack	Spiced Dip Mix - Double Pack	http://shop.homemadegourmet.com/assets/images/hg_spicedip1_thumbnail.jpg	8.00	Dips>Easy Desserts>	9777			http://shop.homemadegourmet.com/add_cart.asp?quick=1&item_id=492
http://shop.homemadegourmet.com/product.asp?itemid=502	02.9003	Homemade Gourmet	Taco Soup Mix - Double Pack	Taco Soup Mix - Double Pack	http://shop.homemadegourmet.com/assets/images/taco-soup-mix-hg_thumbnail.jpg	11.00	Top Sellers>Soup Mixes>	8803			http://shop.homemadegourmet.com/add_cart.asp?quick=1&item_id=502
http://shop.homemadegourmet.com/product.asp?itemid=508	08.0184	Homemade Gourmet	Pumpkin Pie Cheesecake Mix 	Pumpkin Pie Cheesecake Mix	http://shop.homemadegourmet.com/assets/images/pumpkin-pie-cheesecake-mix_thumbnail.jpg	5.50	Easy Desserts>Cheesecake Mixes>	8988			http://shop.homemadegourmet.com/add_cart.asp?quick=1&item_id=508
http://shop.homemadegourmet.com/product.asp?itemid=511	17.9020	Homemade Gourmet	Jalapeno Bacon Cheddar Pantry Staple	Bacon Jalapeno Cheddar Pantry Staple	http://shop.homemadegourmet.com/assets/images/jalapeno-bacon-chedder-dip-l_thumbnail.jpg	20.00	Herbs and Spices Store>Value Size Pantry Staples>	9787			http://shop.homemadegourmet.com/add_cart.asp?quick=1&item_id=511
http://shop.homemadegourmet.com/product.asp?itemid=515	08.2684	Homemade Gourmet	Chocolate Pecan Cheesecake Mix	Chocolate Pecan Cheesecake Mix	http://shop.homemadegourmet.com/assets/images/chocolate-pecan-cheescake-l_thumbnail.jpg	6.95	Easy Desserts>Cheesecake Mixes>	9222			http://shop.homemadegourmet.com/add_cart.asp?quick=1&item_id=515
http://shop.homemadegourmet.com/product.asp?itemid=516	08.2603	Homemade Gourmet	Chocolate Chip Cookie Pie Mix	Chocolate Chip Cookie Pie Mix	http://shop.homemadegourmet.com/assets/images/chocolate-chip-pie-l_thumbnail.jpg	6.95	Easy Desserts>Limited Edition Items>	9509			http://shop.homemadegourmet.com/add_cart.asp?quick=1&item_id=516
http://shop.homemadegourmet.com/product.asp?itemid=521	08.2611	Homemade Gourmet	White Chocolate Cran-Orange Cookie Mix 	White Chocolate Cran-Orange Cookie Mix and Recipe	http://shop.homemadegourmet.com/assets/images/white-chocolate-cran-orange_thumbnail.jpg	7.95	Limited Edition Items>Easy Desserts>	9565			http://shop.homemadegourmet.com/add_cart.asp?quick=1&item_id=521
http://shop.homemadegourmet.com/product.asp?itemid=523	08.2100	Homemade Gourmet	Spiced Molasses Cookie Mix	Spiced Molasses Cookie Mix	http://shop.homemadegourmet.com/assets/images/spiced-molassis-cookie-mix_thumbnail.jpg	7.00	Easy Desserts>Limited Edition Items>	9957			http://shop.homemadegourmet.com/add_cart.asp?quick=1&item_id=523
http://shop.homemadegourmet.com/product.asp?itemid=525	08.7425	Homemade Gourmet	Chocolate Chunk Cookie Mix 	Chocolate Chunk Cookie Mix	http://shop.homemadegourmet.com/assets/images/chocolate-chunk-cookies_thumbnail.jpg	7.95	Limited Edition Items>Easy Desserts>	9857			http://shop.homemadegourmet.com/add_cart.asp?quick=1&item_id=525
http://shop.homemadegourmet.com/product.asp?itemid=543	40.1056	Homemade Gourmet	Great Grilling Collection	Great Grilling Collection	http://shop.homemadegourmet.com/assets/images/kansas-city-rub-seasoning(1)_thumbnail.jpg	20.00	Collections & Meal Solutions>Herbs and Spices Store>	9975			http://shop.homemadegourmet.com/add_cart.asp?quick=1&item_id=543
http://shop.homemadegourmet.com/product.asp?itemid=544	40.1057	Homemade Gourmet	Super Slow Cooking Collection	Super Slow Cooking Collection - easy slow cooker recipes 	http://shop.homemadegourmet.com/assets/images/zoomify/taco-soup-mix_thumbnail.jpg	20.00	Collections & Meal Solutions>Slow Cooker Meals>	9898			http://shop.homemadegourmet.com/add_cart.asp?quick=1&item_id=544
http://shop.homemadegourmet.com/product.asp?itemid=545	40.1058	Homemade Gourmet	Classic Favorites Collection	Classic Favorites Collection - quick meal ideas	http://shop.homemadegourmet.com/assets/images/zoomify/garlic-basil-seasoning-mix_thumbnail.jpg	20.00	Collections & Meal Solutions>Herbs and Spices Store>	9978			http://shop.homemadegourmet.com/add_cart.asp?quick=1&item_id=545
http://shop.homemadegourmet.com/product.asp?itemid=546	40.1059	Homemade Gourmet	Pantry Basics Collection	Pantry Basics Collection	http://shop.homemadegourmet.com/assets/images/pantry-basics-collection_thumbnail.jpg	70.00	Collections & Meal Solutions>Herbs and Spices Store>	9978			http://shop.homemadegourmet.com/add_cart.asp?quick=1&item_id=546
http://shop.homemadegourmet.com/product.asp?itemid=548	40.1061	Homemade Gourmet	Best of Homemade Gourmet Collection	Best of Homemade Gourmet Collection	http://shop.homemadegourmet.com/assets/images/best-of-hg-l_thumbnail.jpg	82.50	Collections & Meal Solutions>	9993			http://shop.homemadegourmet.com/add_cart.asp?quick=1&item_id=548
